Time,Temperature,Humidity
2020/07/06 13:24,74.66000137329101,69.80000305175781
2020/07/06 13:30,74.66000137329101,69.80000305175781
2020/07/06 13:36,74.66000137329101,72.0999984741211
2020/07/06 13:42,74.66000137329101,72.0999984741211
2020/07/06 13:48,74.66000137329101,71.5
2020/07/06 13:54,74.83999862670899,69.4000015258789
2020/07/06 14:00,74.83999862670899,71.0
2020/07/06 14:06,74.66000137329101,72.0999984741211
2020/07/06 14:12,74.83999862670899,69.5999984741211
2020/07/06 14:18,74.66000137329101,69.0
2020/07/06 14:24,74.66000137329101,71.0
2020/07/06 14:30,74.66000137329101,68.0
2020/07/06 14:36,74.66000137329101,69.5
2020/07/06 14:42,74.48000068664551,69.5
2020/07/06 14:48,74.66000137329101,71.69999694824219
2020/07/06 14:54,74.66000137329101,70.19999694824219
2020/07/06 15:00,74.66000137329101,68.80000305175781
2020/07/06 15:06,74.66000137329101,69.69999694824219
2020/07/06 15:12,74.83999862670899,71.30000305175781
2020/07/06 15:18,74.83999862670899,68.30000305175781
2020/07/06 15:24,74.66000137329101,68.9000015258789
2020/07/06 15:30,74.66000137329101,70.30000305175781
2020/07/06 15:36,74.66000137329101,67.69999694824219
2020/07/06 15:42,74.66000137329101,68.0
2020/07/06 15:48,74.66000137329101,69.69999694824219
2020/07/06 15:54,74.66000137329101,68.5
2020/07/06 16:00,74.48000068664551,68.30000305175781
2020/07/06 16:06,74.48000068664551,70.0999984741211
2020/07/06 16:12,74.48000068664551,67.80000305175781
2020/07/06 16:18,74.48000068664551,67.80000305175781
2020/07/06 16:24,74.48000068664551,67.5999984741211
2020/07/06 16:30,74.48000068664551,70.0
2020/07/06 16:36,74.48000068664551,70.5
2020/07/06 16:42,74.48000068664551,69.4000015258789
2020/07/06 16:48,74.66000137329101,69.19999694824219
2020/07/06 16:54,74.66000137329101,69.19999694824219
2020/07/06 17:00,74.66000137329101,71.5999984741211
2020/07/06 17:06,74.66000137329101,68.30000305175781
2020/07/06 17:12,74.66000137329101,68.0999984741211
2020/07/06 17:18,74.83999862670899,69.5999984741211
2020/07/06 17:24,74.83999862670899,67.80000305175781
2020/07/06 17:30,74.66000137329101,66.5
2020/07/06 17:36,74.66000137329101,68.0
2020/07/06 17:42,74.83999862670899,67.69999694824219
2020/07/06 17:48,74.66000137329101,65.5999984741211
2020/07/06 17:54,74.66000137329101,66.0999984741211
2020/07/06 18:00,74.66000137329101,67.4000015258789
2020/07/06 18:06,74.66000137329101,65.5999984741211
2020/07/06 18:12,74.48000068664551,66.0999984741211
2020/07/06 18:18,74.48000068664551,67.5999984741211
2020/07/06 18:24,74.48000068664551,66.0999984741211
2020/07/06 18:30,74.48000068664551,66.0
2020/07/06 18:36,74.48000068664551,67.80000305175781
2020/07/06 18:48,74.48000068664551,68.5
2020/07/06 18:54,74.66000137329101,68.5
2020/07/06 19:00,74.66000137329101,68.5
2020/07/06 19:06,74.66000137329101,68.0999984741211
2020/07/06 19:12,74.66000137329101,68.5999984741211
2020/07/06 19:18,74.66000137329101,69.9000015258789
2020/07/06 19:24,74.83999862670899,68.30000305175781
2020/07/06 19:30,74.83999862670899,67.9000015258789
2020/07/06 19:36,74.83999862670899,68.80000305175781
2020/07/06 19:42,75.01999931335449,68.80000305175781
2020/07/06 19:48,75.01999931335449,67.0
2020/07/06 19:54,75.01999931335449,66.0999984741211
2020/07/06 20:00,75.01999931335449,66.5999984741211
2020/07/06 20:06,75.01999931335449,66.5999984741211
2020/07/06 20:12,75.01999931335449,65.19999694824219
2020/07/06 20:18,74.66000137329101,62.400001525878906
2020/07/06 20:24,74.66000137329101,62.29999923706055
2020/07/06 20:30,74.48000068664551,63.599998474121094
2020/07/06 20:36,74.48000068664551,63.599998474121094
2020/07/06 20:42,74.48000068664551,63.900001525878906
2020/07/06 20:48,74.3,61.900001525878906
2020/07/06 20:54,74.3,63.70000076293945
2020/07/06 21:00,74.1199993133545,64.80000305175781
